EmpID,Age,AgeGroup,ATTRITION_STATUS,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome_SLABWISE,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked_SLABWISE,NumCompaniesWorked,Over18,OverTime,SALARY HIKE SLAB,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears-SLABWISE,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany_SLABWISE,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion_LST PROMOTION,YearsSinceLastPromotion,YearsWithCurrManager
RM1059,34,26-35,1,Yes,Travel_Rarely,790,Sales,20 -30 KM,24,4,Medical,1,1489,POOR,Female,40,2,2,Sales Executive,POOR,Single,4599,Upto 5k,7815,PHRESHER,0,Y,Yes,21-25 %,23,ABOVE AVERAGE,GOOD,80,BEGINNER,15+YEAR,16,2,EXCELENT,11-15 YR,15,9,4-10 YR,10,10
RM1085,34,26-35,0,No,Travel_Rarely,971,Sales,0-5 KM,1,3,Technical Degree,1,1535,EXCELLENT,Male,64,2,3,Sales Executive,GOOD,Married,7083,5k-10k,12288,1 TO 4,1,Y,Yes,10-15%,14,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,10,3,VERY GOOD,6-10 YR,10,9,4-10 YR,8,6
RM1088,34,26-35,0,No,Travel_Rarely,1440,Sales,6-10 KM,7,2,Technical Degree,1,1541,GOOD,Male,55,3,1,Sales Representative,GOOD,Married,2308,Upto 5k,4944,PHRESHER,0,Y,Yes,21-25 %,25,ABOVE AVERAGE,POOR,80,LEARNER,11-15 YR,12,4,VERY GOOD,11-15 YR,11,10,4-10 YR,5,7
RM1116,34,26-35,0,No,Travel_Rarely,479,Research & Development,6-10 KM,7,4,Medical,1,1577,POOR,Male,35,3,1,Research Scientist,FULLY SATISFIED,Single,2972,Upto 5k,22061,1 TO 4,1,Y,No,10-15%,13,AVERAGE,GOOD,80,BEGINNER,0-5 YEARS,1,4,POOR,0-5YR,1,0,0-3 YR,0,0
RM1118,34,26-35,0,No,Travel_Rarely,1351,Research & Development,0-5 KM,1,4,Life Sciences,1,1580,GOOD,Male,45,3,2,Research Scientist,FULLY SATISFIED,Married,5484,5k-10k,13008,5 TO 9,9,Y,No,16-20%,17,AVERAGE,POOR,80,LEARNER,6-10 YR,9,3,GOOD ,0-5YR,2,2,0-3 YR,2,1
RM1132,34,26-35,0,No,Travel_Frequently,653,Research & Development,6-10 KM,10,4,Technical Degree,1,1597,EXCELLENT,Male,92,2,2,Healthcare Representative,GOOD,Married,5063,5k-10k,15332,1 TO 4,1,Y,No,10-15%,14,AVERAGE,POOR,80,LEARNER,6-10 YR,8,3,GOOD ,6-10 YR,8,2,4-10 YR,7,7
RM1147,34,26-35,0,No,Travel_Frequently,426,Research & Development,6-10 KM,10,4,Life Sciences,1,1615,VERY GOOD,Male,42,4,2,Manufacturing Director,FULLY SATISFIED,Divorced,4724,Upto 5k,17000,1 TO 4,1,Y,No,10-15%,13,AVERAGE,BAD,80,LEARNER,6-10 YR,9,3,VERY GOOD,6-10 YR,9,7,4-10 YR,7,2
RM1180,34,26-35,0,No,Travel_Rarely,1130,Research & Development,0-5 KM,3,3,Life Sciences,1,1658,EXCELLENT,Female,66,3,2,Research Scientist,POOR,Divorced,5433,5k-10k,19332,1 TO 4,1,Y,No,10-15%,12,AVERAGE,GOOD,80,LEARNER,11-15 YR,11,2,VERY GOOD,11-15 YR,11,8,4-10 YR,7,9
RM1209,34,26-35,0,No,Travel_Rarely,1157,Research & Development,0-5 KM,5,2,Medical,1,1696,GOOD,Male,57,2,2,Laboratory Technician,FULLY SATISFIED,Married,3986,Upto 5k,11912,1 TO 4,1,Y,No,10-15%,14,AVERAGE,GOOD,80,LEARNER,11-15 YR,15,3,EXCELENT,11-15 YR,15,10,4-10 YR,4,13
RM1213,34,26-35,0,No,Travel_Rarely,678,Research & Development,16-20 KM,19,3,Life Sciences,1,1701,GOOD,Female,35,2,1,Research Scientist,FULLY SATISFIED,Married,2929,Upto 5k,20338,1 TO 4,1,Y,No,10-15%,12,AVERAGE,POOR,80,BEGINNER,6-10 YR,10,3,VERY GOOD,6-10 YR,10,9,4-10 YR,8,7
RM1253,34,26-35,0,No,Travel_Rarely,181,Research & Development,0-5 KM,2,4,Medical,1,1755,EXCELLENT,Male,97,4,1,Research Scientist,FULLY SATISFIED,Married,2932,Upto 5k,5586,PHRESHER,0,Y,Yes,10-15%,14,AVERAGE,BAD,80,EXPERIENCED,6-10 YR,6,3,VERY GOOD,0-5YR,5,0,0-3 YR,1,2
RM1268,34,26-35,0,No,Non-Travel,1375,Sales,6-10 KM,10,3,Life Sciences,1,1774,EXCELLENT,Male,87,3,2,Sales Executive,GOOD,Divorced,4001,Upto 5k,12313,1 TO 4,1,Y,Yes,10-15%,14,AVERAGE,GOOD,80,LEARNER,11-15 YR,15,3,VERY GOOD,11-15 YR,15,14,0-3 YR,0,7
RM1271,34,26-35,0,No,Travel_Rarely,511,Sales,0-5 KM,3,2,Life Sciences,1,1779,EXCELLENT,Female,32,1,2,Sales Executive,FULLY SATISFIED,Single,6029,5k-10k,25353,5 TO 9,5,Y,No,10-15%,12,AVERAGE,BAD,80,BEGINNER,6-10 YR,6,3,VERY GOOD,0-5YR,2,2,0-3 YR,2,2
RM1291,34,26-35,1,Yes,Travel_Frequently,234,Research & Development,6-10 KM,9,4,Life Sciences,1,1807,EXCELLENT,Male,93,3,2,Laboratory Technician,NOT SATISFIED,Married,5346,5k-10k,6208,1 TO 4,4,Y,No,16-20%,17,AVERAGE,GOOD,80,LEARNER,11-15 YR,11,3,GOOD ,6-10 YR,7,1,0-3 YR,0,7
RM1301,34,26-35,0,No,Travel_Rarely,810,Sales,6-10 KM,8,2,Technical Degree,1,1823,GOOD,Male,92,4,2,Sales Executive,GOOD,Married,6799,5k-10k,22128,1 TO 4,1,Y,No,21-25 %,21,ABOVE AVERAGE,GOOD,80,EXPERT,6-10 YR,10,5,VERY GOOD,6-10 YR,10,8,4-10 YR,4,8
RM1343,34,26-35,0,No,Travel_Rarely,1480,Sales,0-5 KM,4,3,Life Sciences,1,1882,VERY GOOD,Male,64,3,3,Sales Executive,FULLY SATISFIED,Married,9713,5k-10k,24444,1 TO 4,2,Y,Yes,10-15%,13,AVERAGE,EXPERT,80,EXPERIENCED,6-10 YR,9,3,VERY GOOD,0-5YR,5,3,0-3 YR,1,0
RM1354,34,26-35,1,Yes,Non-Travel,967,Research & Development,16-20 KM,16,4,Technical Degree,1,1905,EXCELLENT,Male,85,1,1,Research Scientist,NOT SATISFIED,Married,2307,Upto 5k,14460,1 TO 4,1,Y,Yes,21-25 %,23,ABOVE AVERAGE,POOR,80,LEARNER,0-5 YEARS,5,2,VERY GOOD,0-5YR,5,2,0-3 YR,3,0
RM1360,34,26-35,0,No,Travel_Rarely,735,Sales,0-5 KM,3,1,Medical,1,1915,EXCELLENT,Female,75,2,2,Sales Executive,FULLY SATISFIED,Married,8103,5k-10k,16495,1 TO 4,3,Y,Yes,10-15%,12,AVERAGE,GOOD,80,BEGINNER,6-10 YR,9,3,GOOD ,0-5YR,4,2,0-3 YR,0,1
RM1369,34,26-35,0,No,Travel_Frequently,735,Research & Development,20 -30 KM,22,4,Other,1,1932,VERY GOOD,Male,86,2,2,Research Scientist,FULLY SATISFIED,Married,5747,5k-10k,26496,1 TO 4,1,Y,Yes,10-15%,15,AVERAGE,POOR,80,BEGINNER,15+YEAR,16,3,VERY GOOD,11-15 YR,15,10,4-10 YR,6,11
RM1385,34,26-35,0,No,Travel_Rarely,937,Sales,0-5 KM,1,3,Marketing,1,1950,POOR,Male,32,3,3,Sales Executive,FULLY SATISFIED,Single,9888,5k-10k,6770,1 TO 4,1,Y,No,21-25 %,21,ABOVE AVERAGE,BAD,80,BEGINNER,11-15 YR,14,3,GOOD ,11-15 YR,14,8,0-3 YR,2,1
RM1386,34,26-35,0,No,Travel_Rarely,1239,Sales,11-15 KM,13,4,Medical,1,1951,EXCELLENT,Male,39,3,3,Sales Executive,GOOD,Divorced,8628,5k-10k,22914,1 TO 4,1,Y,No,16-20%,18,AVERAGE,GOOD,80,LEARNER,6-10 YR,9,2,GOOD ,6-10 YR,8,7,0-3 YR,1,1
RM1447,34,26-35,0,No,Travel_Rarely,704,Sales,20 -30 KM,28,3,Marketing,1,2035,EXCELLENT,Female,95,2,2,Sales Executive,GOOD,Married,6712,5k-10k,8978,1 TO 4,1,Y,No,21-25 %,21,ABOVE AVERAGE,EXPERT,80,EXPERT,6-10 YR,8,2,VERY GOOD,6-10 YR,8,7,0-3 YR,1,7
RM1470,34,26-35,0,No,TravelRarely,628,Research & Development,6-10 KM,8,3,Medical,1,2068,GOOD,Male,82,4,2,Laboratory Technician,GOOD,Married,4404,Upto 5k,10228,1 TO 4,2,Y,No,10-15%,12,AVERAGE,BAD,80,BEGINNER,6-10 YR,6,3,EXCELENT,0-5YR,4,3,0-3 YR,1,2
RM1470,34,26-35,0,No,TravelRarely,628,Research & Development,6-10 KM,8,3,Medical,1,2068,GOOD,Male,82,4,2,Laboratory Technician,GOOD,Married,4404,Upto 5k,10228,1 TO 4,2,Y,No,10-15%,12,AVERAGE,BAD,80,BEGINNER,6-10 YR,6,3,EXCELENT,0-5YR,4,3,0-3 YR,1,2
RM011,35,26-35,0,No,Travel_Rarely,809,Research & Development,16-20 KM,16,3,Medical,1,14,POOR,Male,84,4,1,Laboratory Technician,POOR,Married,2426,Upto 5k,16479,PHRESHER,0,Y,No,10-15%,13,AVERAGE,GOOD,80,LEARNER,6-10 YR,6,5,VERY GOOD,0-5YR,5,4,0-3 YR,0,3
RM038,35,26-35,0,No,Travel_Rarely,890,Sales,0-5 KM,2,3,Marketing,1,49,EXCELLENT,Female,97,3,1,Sales Representative,FULLY SATISFIED,Married,2014,Upto 5k,9687,1 TO 4,1,Y,No,10-15%,13,AVERAGE,BAD,80,BEGINNER,0-5 YEARS,2,3,VERY GOOD,0-5YR,2,2,0-3 YR,2,2
RM041,35,26-35,0,No,Travel_Rarely,464,Research & Development,0-5 KM,4,2,Other,1,53,VERY GOOD,Male,75,3,1,Laboratory Technician,FULLY SATISFIED,Divorced,1951,Upto 5k,10910,1 TO 4,1,Y,No,10-15%,12,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,1,3,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM050,35,26-35,0,No,Travel_Rarely,1229,Research & Development,6-10 KM,8,1,Life Sciences,1,63,EXCELLENT,Male,36,4,1,Laboratory Technician,FULLY SATISFIED,Married,2269,Upto 5k,4892,1 TO 4,1,Y,No,16-20%,19,AVERAGE,EXPERT,80,BEGINNER,0-5 YEARS,1,2,VERY GOOD,0-5YR,1,0,0-3 YR,0,1
RM054,35,26-35,0,No,Non-Travel,1097,Research & Development,11-15 KM,11,2,Medical,1,70,VERY GOOD,Male,79,2,3,Healthcare Representative,NOT SATISFIED,Married,9884,5k-10k,8302,1 TO 4,2,Y,Yes,10-15%,13,AVERAGE,GOOD,80,LEARNER,6-10 YR,10,3,VERY GOOD,0-5YR,4,0,0-3 YR,2,3
RM057,35,26-35,0,No,Travel_Frequently,853,Sales,16-20 KM,18,5,Life Sciences,1,74,GOOD,Male,71,3,3,Sales Executive,NOT SATISFIED,Married,9069,5k-10k,11031,1 TO 4,1,Y,No,21-25 %,22,ABOVE AVERAGE,EXPERT,80,LEARNER,6-10 YR,9,3,GOOD ,6-10 YR,9,8,0-3 YR,1,8
RM058,35,26-35,0,No,Travel_Rarely,1142,Research & Development,20 -30 KM,23,4,Medical,1,75,VERY GOOD,Female,30,3,1,Laboratory Technician,NOT SATISFIED,Married,4014,Upto 5k,16002,1 TO 4,3,Y,Yes,10-15%,15,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,4,3,VERY GOOD,0-5YR,2,2,0-3 YR,2,2
RM069,35,26-35,0,No,Travel_Frequently,664,Research & Development,0-5 KM,1,3,Medical,1,88,GOOD,Male,79,3,1,Research Scientist,NOT SATISFIED,Married,2194,Upto 5k,5868,1 TO 4,4,Y,No,10-15%,13,AVERAGE,EXPERT,80,LEARNER,0-5 YEARS,5,2,GOOD ,0-5YR,3,2,0-3 YR,1,2
RM082,35,26-35,0,No,Travel_Rarely,1214,Research & Development,0-5 KM,1,3,Medical,1,105,GOOD,Male,30,2,1,Research Scientist,GOOD,Single,2859,Upto 5k,26278,1 TO 4,1,Y,No,16-20%,18,AVERAGE,BAD,80,BEGINNER,6-10 YR,6,3,VERY GOOD,6-10 YR,6,4,0-3 YR,0,4
RM152,35,26-35,0,No,Travel_Rarely,662,Sales,0-5 KM,1,5,Marketing,1,204,VERY GOOD,Male,94,3,3,Sales Executive,POOR,Married,7295,5k-10k,11439,1 TO 4,1,Y,No,10-15%,13,AVERAGE,BAD,80,EXPERT,6-10 YR,10,3,VERY GOOD,6-10 YR,10,8,0-3 YR,0,6
RM193,35,26-35,1,Yes,Travel_Rarely,556,Research & Development,20 -30 KM,23,2,Life Sciences,1,261,GOOD,Male,50,2,2,Manufacturing Director,GOOD,Married,5916,5k-10k,15497,1 TO 4,3,Y,Yes,10-15%,13,AVERAGE,BAD,80,BEGINNER,6-10 YR,8,1,VERY GOOD,0-5YR,1,0,0-3 YR,0,1
RM197,35,26-35,0,No,Travel_Frequently,138,Research & Development,0-5 KM,2,3,Medical,1,269,GOOD,Female,37,3,2,Laboratory Technician,POOR,Single,4425,Upto 5k,15986,5 TO 9,5,Y,No,10-15%,11,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,10,5,VERY GOOD,6-10 YR,6,2,0-3 YR,1,2
RM229,35,26-35,0,No,Travel_Frequently,944,Sales,0-5 KM,1,3,Marketing,1,314,VERY GOOD,Female,92,3,3,Sales Executive,GOOD,Single,8789,5k-10k,9096,1 TO 4,1,Y,No,10-15%,14,AVERAGE,BAD,80,BEGINNER,6-10 YR,10,3,EXCELENT,6-10 YR,10,7,0-3 YR,0,8
RM277,35,26-35,0,No,Travel_Rarely,1315,Research & Development,20 -30 KM,22,3,Life Sciences,1,381,GOOD,Female,71,4,3,Manager,POOR,Divorced,11996,10k-15k,19100,5 TO 9,7,Y,No,16-20%,18,AVERAGE,POOR,80,LEARNER,6-10 YR,10,6,GOOD ,6-10 YR,7,7,4-10 YR,6,2
RM298,35,26-35,0,No,Travel_Rarely,1232,Sales,16-20 KM,16,3,Marketing,1,406,VERY GOOD,Male,96,3,3,Sales Executive,POOR,Married,8020,5k-10k,5100,PHRESHER,0,Y,No,10-15%,15,AVERAGE,GOOD,80,EXPERT,11-15 YR,12,3,GOOD ,11-15 YR,11,9,4-10 YR,6,9
RM345,35,26-35,0,No,Travel_Rarely,1296,Research & Development,0-5 KM,5,4,Technical Degree,1,464,VERY GOOD,Male,62,3,3,Manufacturing Director,POOR,Single,8095,5k-10k,18264,PHRESHER,0,Y,No,10-15%,13,AVERAGE,EXPERT,80,BEGINNER,15+YEAR,17,5,VERY GOOD,15 +YR,16,6,0-3 YR,0,13
RM373,35,26-35,0,No,Travel_Rarely,755,Research & Development,6-10 KM,9,4,Life Sciences,1,496,VERY GOOD,Male,97,2,2,Healthcare Representative,POOR,Single,6540,5k-10k,19394,5 TO 9,9,Y,No,16-20%,19,AVERAGE,GOOD,80,BEGINNER,6-10 YR,10,5,VERY GOOD,0-5YR,1,1,0-3 YR,0,0
RM431,35,26-35,0,No,Travel_Rarely,144,Research & Development,20 -30 KM,22,3,Life Sciences,1,577,EXCELLENT,Male,46,1,1,Laboratory Technician,GOOD,Single,4230,Upto 5k,19225,PHRESHER,0,Y,No,10-15%,15,AVERAGE,GOOD,80,BEGINNER,6-10 YR,6,2,VERY GOOD,0-5YR,5,4,4-10 YR,4,3
RM439,35,26-35,0,No,Travel_Rarely,1276,Research & Development,16-20 KM,16,3,Life Sciences,1,586,EXCELLENT,Male,72,3,3,Healthcare Representative,GOOD,Married,7632,5k-10k,14295,1 TO 4,4,Y,Yes,10-15%,12,AVERAGE,GOOD,80,BEGINNER,6-10 YR,10,2,VERY GOOD,6-10 YR,8,7,0-3 YR,0,0
RM448,35,26-35,0,No,Travel_Rarely,619,Sales,0-5 KM,1,3,Marketing,1,600,GOOD,Male,85,3,2,Sales Executive,GOOD,Married,4717,Upto 5k,18659,5 TO 9,9,Y,No,10-15%,11,AVERAGE,GOOD,80,BEGINNER,11-15 YR,15,2,VERY GOOD,11-15 YR,11,9,4-10 YR,6,9
RM462,35,26-35,0,No,Travel_Rarely,195,Sales,0-5 KM,1,3,Medical,1,620,POOR,Female,80,3,2,Sales Executive,GOOD,Single,4859,Upto 5k,6698,1 TO 4,1,Y,No,16-20%,16,AVERAGE,EXPERT,80,BEGINNER,0-5 YEARS,5,3,VERY GOOD,0-5YR,5,4,0-3 YR,0,3
RM484,35,26-35,0,No,Travel_Rarely,538,Research & Development,20 -30 KM,25,2,Other,1,652,POOR,Male,54,2,2,Laboratory Technician,FULLY SATISFIED,Single,3681,Upto 5k,14004,1 TO 4,4,Y,No,10-15%,14,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,9,3,VERY GOOD,0-5YR,3,2,0-3 YR,0,2
RM509,35,26-35,0,No,Travel_Rarely,1017,Research & Development,6-10 KM,6,4,Life Sciences,1,691,GOOD,Male,82,1,2,Research Scientist,FULLY SATISFIED,Single,6646,5k-10k,19368,1 TO 4,1,Y,No,10-15%,13,AVERAGE,POOR,80,BEGINNER,15+YEAR,17,3,VERY GOOD,15 +YR,17,11,11-15 YR,11,8
RM516,35,26-35,0,No,Non-Travel,727,Research & Development,0-5 KM,3,3,Life Sciences,1,704,VERY GOOD,Male,41,2,1,Laboratory Technician,GOOD,Married,1281,Upto 5k,16900,1 TO 4,1,Y,No,16-20%,18,AVERAGE,GOOD,80,EXPERT,0-5 YEARS,1,3,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM558,35,26-35,0,No,Non-Travel,1225,Research & Development,0-5 KM,2,4,Life Sciences,1,771,EXCELLENT,Female,61,3,2,Healthcare Representative,NOT SATISFIED,Divorced,5093,5k-10k,4761,1 TO 4,2,Y,No,10-15%,11,AVERAGE,BAD,80,LEARNER,15+YEAR,16,2,EXCELENT,0-5YR,1,0,0-3 YR,0,0
RM581,35,26-35,0,No,Travel_Rarely,384,Sales,6-10 KM,8,4,Life Sciences,1,805,POOR,Female,72,3,1,Sales Representative,FULLY SATISFIED,Married,2572,Upto 5k,20317,1 TO 4,1,Y,No,16-20%,16,AVERAGE,POOR,80,LEARNER,0-5 YEARS,3,1,GOOD ,0-5YR,3,2,0-3 YR,0,2
RM597,35,26-35,0,No,Travel_Rarely,1258,Research & Development,0-5 KM,1,4,Life Sciences,1,826,EXCELLENT,Female,40,4,1,Research Scientist,GOOD,Single,2506,Upto 5k,13301,1 TO 4,3,Y,No,10-15%,13,AVERAGE,GOOD,80,BEGINNER,6-10 YR,7,0,VERY GOOD,0-5YR,2,2,0-3 YR,2,2
RM612,35,26-35,0,No,Travel_Rarely,950,Research & Development,6-10 KM,7,3,Other,1,845,VERY GOOD,Male,59,3,3,Manufacturing Director,GOOD,Single,10221,10k-15k,18869,1 TO 4,3,Y,No,21-25 %,21,ABOVE AVERAGE,POOR,80,BEGINNER,15+YEAR,17,3,EXCELENT,6-10 YR,8,5,0-3 YR,1,6
RM621,35,26-35,0,No,Travel_Rarely,1343,Research & Development,20 -30 KM,27,1,Medical,1,856,VERY GOOD,Female,53,2,1,Research Scientist,NOT SATISFIED,Single,2559,Upto 5k,17852,1 TO 4,1,Y,No,10-15%,11,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,6,3,GOOD ,6-10 YR,6,5,0-3 YR,1,1
RM636,35,26-35,0,No,Travel_Rarely,607,Research & Development,6-10 KM,9,3,Life Sciences,1,880,EXCELLENT,Female,66,2,3,Manufacturing Director,GOOD,Married,10685,10k-15k,23457,1 TO 4,1,Y,Yes,16-20%,20,ABOVE AVERAGE,POOR,80,LEARNER,15+YEAR,17,2,VERY GOOD,15 +YR,17,14,4-10 YR,5,15
RM637,35,26-35,1,Yes,Travel_Frequently,130,Research & Development,20 -30 KM,25,4,Life Sciences,1,881,EXCELLENT,Female,96,3,1,Research Scientist,POOR,Divorced,2022,Upto 5k,16612,1 TO 4,1,Y,Yes,16-20%,19,AVERAGE,BAD,80,LEARNER,6-10 YR,10,3,GOOD ,6-10 YR,10,2,4-10 YR,7,8
RM648,35,26-35,0,No,Travel_Rarely,672,Research & Development,20 -30 KM,25,3,Technical Degree,1,899,EXCELLENT,Male,78,2,3,Manufacturing Director,POOR,Married,10903,10k-15k,9129,1 TO 4,3,Y,No,16-20%,16,AVERAGE,BAD,80,BEGINNER,15+YEAR,16,2,VERY GOOD,11-15 YR,13,10,4-10 YR,4,8
RM677,35,26-35,0,No,Travel_Rarely,1137,Research & Development,20 -30 KM,21,1,Life Sciences,1,942,EXCELLENT,Female,51,3,2,Healthcare Representative,FULLY SATISFIED,Married,4014,Upto 5k,19170,1 TO 4,1,Y,Yes,21-25 %,25,ABOVE AVERAGE,EXPERT,80,LEARNER,6-10 YR,10,2,POOR,6-10 YR,10,6,0-3 YR,0,7
RM699,35,26-35,0,No,Travel_Rarely,1219,Sales,16-20 KM,18,3,Medical,1,975,VERY GOOD,Female,86,3,2,Sales Executive,GOOD,Married,4601,Upto 5k,6179,1 TO 4,1,Y,No,16-20%,16,AVERAGE,POOR,80,BEGINNER,0-5 YEARS,5,3,VERY GOOD,0-5YR,5,2,0-3 YR,1,0
RM705,35,26-35,0,No,Travel_Rarely,882,Sales,0-5 KM,3,4,Life Sciences,1,984,EXCELLENT,Male,92,3,3,Sales Executive,FULLY SATISFIED,Divorced,7823,5k-10k,6812,5 TO 9,6,Y,No,10-15%,13,AVERAGE,POOR,80,LEARNER,11-15 YR,12,2,VERY GOOD,6-10 YR,10,9,0-3 YR,0,8
RM726,35,26-35,1,Yes,Travel_Rarely,622,Research & Development,11-15 KM,14,4,Other,1,1010,VERY GOOD,Male,39,2,1,Laboratory Technician,POOR,Divorced,3743,Upto 5k,10074,1 TO 4,1,Y,Yes,21-25 %,24,ABOVE AVERAGE,EXPERT,80,LEARNER,0-5 YEARS,5,2,POOR,0-5YR,4,2,0-3 YR,0,2
RM730,35,26-35,0,No,Travel_Rarely,583,Research & Development,20 -30 KM,25,4,Medical,1,1014,VERY GOOD,Female,57,3,3,Healthcare Representative,GOOD,Divorced,10388,10k-15k,6975,1 TO 4,1,Y,Yes,10-15%,11,AVERAGE,GOOD,80,LEARNER,15+YEAR,16,3,GOOD ,15 +YR,16,10,4-10 YR,10,1
RM741,35,26-35,0,No,Travel_Rarely,802,Research & Development,6-10 KM,10,3,Other,1,1028,GOOD,Male,45,3,1,Laboratory Technician,FULLY SATISFIED,Divorced,3917,Upto 5k,9541,1 TO 4,1,Y,No,16-20%,20,ABOVE AVERAGE,BAD,80,LEARNER,0-5 YEARS,3,4,GOOD ,0-5YR,3,2,0-3 YR,1,2
RM792,35,26-35,1,Yes,Travel_Rarely,1204,Sales,0-5 KM,4,3,Technical Degree,1,1100,EXCELLENT,Male,86,3,3,Sales Executive,NOT SATISFIED,Single,9582,5k-10k,10333,PHRESHER,0,Y,Yes,21-25 %,22,ABOVE AVERAGE,BAD,80,BEGINNER,6-10 YR,9,2,VERY GOOD,6-10 YR,8,7,4-10 YR,4,7
RM821,35,26-35,0,No,Travel_Frequently,1182,Sales,11-15 KM,11,2,Marketing,1,1137,EXCELLENT,Male,54,3,2,Sales Executive,FULLY SATISFIED,Divorced,4968,Upto 5k,18500,1 TO 4,1,Y,No,10-15%,11,AVERAGE,EXPERT,80,LEARNER,0-5 YEARS,5,3,VERY GOOD,0-5YR,5,2,0-3 YR,0,2
RM836,35,26-35,0,No,Travel_Rarely,528,Human Resources,6-10 KM,8,4,Technical Degree,1,1164,VERY GOOD,Male,100,3,1,Human Resources,GOOD,Single,4323,Upto 5k,7108,1 TO 4,1,Y,No,16-20%,17,AVERAGE,POOR,80,BEGINNER,6-10 YR,6,2,POOR,0-5YR,5,4,0-3 YR,1,4
RM841,35,26-35,0,No,Travel_Rarely,982,Research & Development,0-5 KM,1,4,Medical,1,1172,EXCELLENT,Male,58,2,1,Laboratory Technician,GOOD,Married,2258,Upto 5k,16340,5 TO 9,6,Y,No,10-15%,12,AVERAGE,POOR,80,LEARNER,6-10 YR,10,2,VERY GOOD,6-10 YR,8,0,0-3 YR,1,7
RM847,35,26-35,0,No,Travel_Rarely,819,Research & Development,0-5 KM,2,3,Life Sciences,1,1182,VERY GOOD,Male,44,2,3,Manufacturing Director,POOR,Divorced,10274,10k-15k,19588,1 TO 4,2,Y,No,16-20%,18,AVERAGE,POOR,80,LEARNER,11-15 YR,15,2,EXCELENT,6-10 YR,7,7,4-10 YR,6,4
RM849,35,26-35,0,No,Travel_Frequently,636,Research & Development,0-5 KM,4,4,Other,1,1185,EXCELLENT,Male,47,2,1,Laboratory Technician,FULLY SATISFIED,Married,2376,Upto 5k,26537,1 TO 4,1,Y,No,10-15%,13,AVERAGE,POOR,80,LEARNER,0-5 YEARS,2,2,EXCELENT,0-5YR,2,2,0-3 YR,2,2
RM871,35,26-35,0,No,Travel_Rarely,1361,Sales,16-20 KM,17,4,Life Sciences,1,1218,VERY GOOD,Male,94,3,2,Sales Executive,NOT SATISFIED,Married,8966,5k-10k,21026,1 TO 4,3,Y,Yes,10-15%,15,AVERAGE,EXPERT,80,EXPERIENCED,11-15 YR,15,2,VERY GOOD,6-10 YR,7,7,0-3 YR,1,7
RM889,35,26-35,0,No,Non-Travel,1212,Sales,6-10 KM,8,2,Marketing,1,1243,VERY GOOD,Female,78,2,3,Sales Executive,FULLY SATISFIED,Married,10377,10k-15k,13755,1 TO 4,4,Y,Yes,10-15%,11,AVERAGE,POOR,80,LEARNER,15+YEAR,16,6,GOOD ,11-15 YR,13,2,4-10 YR,4,12
RM925,35,26-35,0,No,Travel_Rarely,735,Research & Development,6-10 KM,6,1,Life Sciences,1,1291,VERY GOOD,Male,66,3,1,Research Scientist,GOOD,Married,3506,Upto 5k,6020,PHRESHER,0,Y,Yes,10-15%,14,AVERAGE,EXPERT,80,BEGINNER,0-5 YEARS,4,3,VERY GOOD,0-5YR,3,2,0-3 YR,2,2
RM962,35,26-35,0,No,Travel_Frequently,482,Research & Development,0-5 KM,4,4,Life Sciences,1,1350,VERY GOOD,Male,87,3,2,Research Scientist,GOOD,Single,4249,Upto 5k,2690,1 TO 4,1,Y,Yes,10-15%,11,AVERAGE,POOR,80,BEGINNER,6-10 YR,9,3,VERY GOOD,6-10 YR,9,6,0-3 YR,1,1
RM974,35,26-35,0,No,Travel_Rarely,817,Research & Development,0-5 KM,1,3,Medical,1,1369,EXCELLENT,Female,60,2,2,Laboratory Technician,FULLY SATISFIED,Married,5363,5k-10k,10846,PHRESHER,0,Y,No,10-15%,12,AVERAGE,POOR,80,LEARNER,6-10 YR,10,0,VERY GOOD,6-10 YR,9,7,0-3 YR,0,0
RM982,35,26-35,1,Yes,Travel_Frequently,662,Sales,16-20 KM,18,4,Marketing,1,1380,EXCELLENT,Female,67,3,2,Sales Executive,GOOD,Married,4614,Upto 5k,23288,PHRESHER,0,Y,Yes,16-20%,18,AVERAGE,GOOD,80,LEARNER,0-5 YEARS,5,0,GOOD ,0-5YR,4,2,0-3 YR,3,2
